article_id,probability
1,0.12703059613704681
2,0.02354685217142105
3,0.8955045938491821
4,0.8578071594238281
5,0.05243711918592453
6,0.8966792225837708
7,0.32815831899642944
8,0.9003390073776245
9,0.9026813507080078
10,0.02262835204601288
11,0.8892271518707275
12,0.0248617734760046
13,0.029728950932621956
14,0.842496395111084
15,0.159829780459404
16,0.024883463978767395
17,0.8830896615982056
18,0.9284488558769226
19,0.9365328550338745
20,0.7825034856796265
21,0.504828155040741
22,0.030236095190048218
23,0.9270945191383362
24,0.34518077969551086
25,0.9318970441818237
26,0.14523370563983917
27,0.9005268216133118
28,0.03607502207159996
29,0.3129015266895294
30,0.10337112098932266
31,0.9431369304656982
32,0.02265940234065056
33,0.015687376260757446
34,0.25882914662361145
35,0.09533240646123886
36,0.020352687686681747
37,0.3319512903690338
38,0.8478235006332397
39,0.015842290595173836
40,0.018209045752882957
41,0.6631429195404053
42,0.9108724594116211
43,0.8892663717269897
44,0.8001000881195068
45,0.8927251696586609
46,0.1403714120388031
47,0.8701192140579224
48,0.014408390037715435
49,0.9424648284912109
50,0.47867900133132935
51,0.7825579643249512
52,0.03986456245183945
53,0.12662531435489655
54,0.5406559109687805
55,0.9282594323158264
56,0.2625875771045685
57,0.9194071292877197
58,0.7584118247032166
59,0.8728731870651245
60,0.01641797088086605
61,0.7355474233627319
62,0.9517912864685059
63,0.7187475562095642
64,0.9073182344436646
65,0.7295719385147095
66,0.14752864837646484
67,0.8850632905960083
68,0.5160965323448181
69,0.6795676946640015
70,0.31828218698501587
71,0.026966141536831856
72,0.6730351448059082
73,0.014227581210434437
74,0.7530851364135742
75,0.8622917532920837
76,0.025713402777910233
77,0.8228742480278015
78,0.8358586430549622
79,0.8973868489265442
80,0.7083114385604858
81,0.9228293895721436
82,0.03329496085643768
83,0.8964568972587585
84,0.9219678044319153
85,0.04823245108127594
86,0.9270845055580139
87,0.46929028630256653
88,0.4299142360687256
89,0.2550458014011383
90,0.07837458699941635
91,0.8295604586601257
92,0.914845883846283
93,0.05007744953036308
94,0.47867900133132935
95,0.11655139178037643
96,0.8484752178192139
97,0.9363088011741638
98,0.11187142133712769
99,0.4857889711856842
100,0.014773854985833168
101,0.9010977149009705
102,0.5837044715881348
103,0.9297192096710205
104,0.012718132697045803
105,0.12804840505123138
106,0.03607413172721863
107,0.9216814637184143
108,0.1870322823524475
109,0.04146859422326088
110,0.03593802452087402
111,0.07546935975551605
112,0.3039299249649048
113,0.928856611251831
114,0.8987516164779663
115,0.9420137405395508
116,0.9007594585418701
117,0.27332115173339844
118,0.6388272047042847
119,0.2650304436683655
120,0.5599774718284607
121,0.17736178636550903
122,0.7912287712097168
123,0.8988068103790283
124,0.8191019296646118
125,0.9381595253944397
126,0.6985113024711609
127,0.858946681022644
128,0.8309106230735779
129,0.9493736028671265
130,0.8403175473213196
131,0.5990327000617981
132,0.07363752275705338
133,0.11643341928720474
134,0.031031526625156403
135,0.21344943344593048
136,0.9018601775169373
137,0.7083304524421692
138,0.030263135209679604
139,0.9258340001106262
140,0.6584651470184326
141,0.9147812128067017
142,0.8843227624893188
143,0.8892876505851746
144,0.8507148027420044
145,0.9304428100585938
146,0.9251582622528076
147,0.7014575004577637
148,0.8591127395629883
149,0.19994843006134033
150,0.020446499809622765
151,0.07546935975551605
152,0.020890049636363983
153,0.8896353244781494
154,0.01628628931939602
155,0.9234382510185242
156,0.2480573058128357
157,0.8614954948425293
158,0.2793574929237366
159,0.06615545600652695
160,0.02461327612400055
161,0.02123536728322506
162,0.847180962562561
163,0.7790062427520752
164,0.7816988229751587
165,0.5208255648612976
166,0.025639239698648453
167,0.8415464162826538
168,0.8779022693634033
169,0.03356127440929413
170,0.8516202569007874
171,0.17273078858852386
172,0.4109598696231842
173,0.9293397665023804
174,0.9198899269104004
175,0.22912460565567017
176,0.8437201380729675
177,0.8382811546325684
178,0.17770101130008698
179,0.23030807077884674
180,0.9348865747451782
181,0.9140881299972534
182,0.8253132700920105
183,0.08929713815450668
184,0.9055060744285583
185,0.34383517503738403
186,0.9384664297103882
187,0.9193324446678162
188,0.5370125770568848
189,0.2716583013534546
190,0.899553120136261
191,0.10340601205825806
192,0.10102140158414841
193,0.8128492832183838
194,0.7058491706848145
195,0.9141461253166199
196,0.7793139219284058
197,0.032192423939704895
198,0.022596074268221855
199,0.7789445519447327
200,0.025642698630690575
201,0.9120602011680603
202,0.3200329840183258
203,0.22948668897151947
204,0.045175932347774506
205,0.8737179636955261
206,0.2826627194881439
207,0.9380661845207214
208,0.9283996820449829
209,0.6248119473457336
210,0.026916975155472755
211,0.023955075070261955
212,0.899773359298706
213,0.4349387288093567
214,0.7296562194824219
215,0.1426231861114502
216,0.8960200548171997
217,0.601736843585968
218,0.07528261095285416
219,0.455395370721817
220,0.02197987027466297
221,0.9028480052947998
222,0.10431116074323654
223,0.7183167338371277
224,0.9144738912582397
225,0.35437315702438354
226,0.8993456363677979
227,0.8191061615943909
228,0.8784766793251038
229,0.9054471850395203
230,0.2032177746295929
231,0.9338117837905884
232,0.12724527716636658
233,0.2686789631843567
234,0.9415029883384705
235,0.5837044715881348
236,0.02693752758204937
237,0.8815726637840271
238,0.01062793005257845
239,0.03239195793867111
240,0.7567422986030579
241,0.4582732021808624
242,0.7538191676139832
243,0.7005218863487244
244,0.8861746191978455
245,0.23030807077884674
246,0.9068716168403625
247,0.08790690451860428
248,0.7971397638320923
249,0.09710948169231415
250,0.08153893798589706
251,0.6365896463394165
252,0.9263322949409485
253,0.9134399890899658
254,0.5437560081481934
255,0.857167661190033
256,0.18798673152923584
257,0.0293087437748909
258,0.8423061966896057
259,0.4582732021808624
260,0.549213707447052
261,0.02324024774134159
262,0.05149802565574646
263,0.9041360020637512
264,0.43247756361961365
265,0.8752529621124268
266,0.8814352750778198
267,0.828151285648346
268,0.6078499555587769
269,0.9117299914360046
270,0.8170235753059387
271,0.1803300380706787
272,0.9279839396476746
273,0.08168978989124298
274,0.026713695377111435
275,0.7665107846260071
276,0.059651464223861694
277,0.8911814093589783
278,0.09371722489595413
279,0.8866519331932068
280,0.9071299433708191
281,0.937488317489624
282,0.22368253767490387
283,0.8936413526535034
284,0.9340554475784302
285,0.0618521049618721
286,0.18017902970314026
287,0.9432013034820557
288,0.8606948852539062
289,0.784008264541626
290,0.880000650882721
291,0.8986644744873047
292,0.9075897336006165
293,0.6679704189300537
294,0.019242938607931137
295,0.3187658488750458
296,0.8861432671546936
297,0.7250349521636963
298,0.5559381246566772
299,0.4160555303096771
300,0.4527437686920166
301,0.9205088019371033
302,0.25602009892463684
303,0.28499332070350647
304,0.03044312447309494
305,0.35079726576805115
306,0.9307456016540527
307,0.9256201982498169
308,0.8529466986656189
309,0.07744015753269196
310,0.8602268695831299
311,0.9175136685371399
312,0.05537377670407295
313,0.029060248285531998
314,0.43661805987358093
315,0.9238271117210388
316,0.9262492656707764
317,0.08933605253696442
318,0.045814406126737595
319,0.049123313277959824
320,0.9085600972175598
321,0.8568850159645081
322,0.8881486058235168
323,0.9127423763275146
324,0.34525465965270996
325,0.014227581210434437
326,0.04763075336813927
327,0.8001000881195068
328,0.4203319251537323
329,0.9030368328094482
330,0.9326359629631042
331,0.18854203820228577
332,0.023461947217583656
333,0.9006345868110657
334,0.08009978383779526
335,0.11142132431268692
336,0.9491724967956543
337,0.9258340001106262
338,0.12314826250076294
339,0.038856297731399536
340,0.9166227579116821
341,0.8963536620140076
342,0.9212378859519958
343,0.22568048536777496
344,0.01986141875386238
345,0.7015175819396973
346,0.9288432598114014
347,0.5130177140235901
348,0.9048786759376526
349,0.076548270881176
350,0.9247282147407532
351,0.7221882939338684
352,0.9234351515769958
353,0.29244598746299744
354,0.3230511248111725
355,0.9054699540138245
356,0.7256646752357483
357,0.10548768192529678
358,0.8869415521621704
359,0.02375839464366436
360,0.06792562454938889
361,0.01563749834895134
362,0.9169294834136963
363,0.8702916502952576
364,0.014610259793698788
365,0.015252094715833664
366,0.8831456303596497
367,0.5264032483100891
368,0.17770101130008698
369,0.011455927044153214
370,0.05017942935228348
371,0.6665284037590027
372,0.0695403516292572
373,0.755841851234436
374,0.888153612613678
375,0.22355590760707855
376,0.8498737812042236
377,0.8376100063323975
378,0.6200946569442749
379,0.030236095190048218
380,0.03962094709277153
381,0.019268551841378212
382,0.9156138896942139
383,0.07546935975551605
384,0.30093085765838623
385,0.4504544734954834
386,0.8961317539215088
387,0.9106716513633728
388,0.924190878868103
389,0.028287915512919426
390,0.09470304101705551
391,0.8997611403465271
392,0.886873185634613
393,0.48994797468185425
394,0.3238277733325958
395,0.9340440034866333
396,0.021685579791665077
397,0.13816796243190765
398,0.022064687684178352
399,0.944877028465271
400,0.8119651079177856
401,0.030134139582514763
402,0.43264240026474
403,0.025794267654418945
404,0.4004046320915222
405,0.0201832577586174
406,0.05974426493048668
407,0.47867900133132935
408,0.08928121626377106
409,0.5837044715881348
410,0.3174188733100891
411,0.8123752474784851
412,0.02232164703309536
413,0.7709562182426453
414,0.6248119473457336
415,0.8858561515808105
416,0.8410430550575256
